Company_Name,Overall_Rating,Work_Life_Balance,Mentorship_Rating,Learning_Experience,Total_Reviews
NSE.IT Ltd.,4.1,3.4,4,5,225
Nucleus Software,4.6,4.4,2.4,3.3,545
Nucleus Software Exports Pvt. Ltd.,3.4,4.7,3,4.2,370
NuMark Software Pvt. Ltd.,4.4,5,4.1,3.6,512
Numen Technologies Pvt Ltd,3.5,4.1,4.1,3.5,551
Nunet Technologies Pvt. Ltd.,4,3.2,4,2.6,476
Nvidia,4.1,5,4.7,4.4,178
OCL Infomatics Ltd.,4.1,3.2,3.3,3.2,875
Ola Electric,2.9,5,3.8,4.9,97
Omega Interactive Technologies Ltd.,3.7,3.4,4.2,3.1,412
Omega Net India (P) Ltd,4,2.8,4.6,5,617
Omnesys Technologies Pvt Ltd Specialisation: Location:,3.7,1.8,4.3,4.8,405
one two three india.com,3.4,3.4,4,4.5,552
ONICRA Credit Rating Agency of India Ltd,3.7,3.9,3.4,4.3,414
Onward Novell Software (I) Ltd.,3.8,4.2,4,2.4,146
Onward Technologies Limited,3.8,4.3,2.9,4.5,278
Opusasia Technologies Pvt. Ltd,4.6,3.9,3.4,3.9,384
Oracle,3.8,3.4,3.6,4.2,223
Oracle India Private Limited,3.3,2.2,3.8,5,209
Oracle India Private Limited.,3,2.2,5,3.6,306
Oracle Solution Services (India) Pvt Ltd,4.3,3.5,4.5,5,875
Oramasters Software India Pvt Ltd,3.8,2.7,4.3,3.5,849
OrbiTech Solutions Limited,3.6,5,3.8,4.2,252
Orient Information Technology Ltd.,3.1,3.4,5,4.9,446
Oyster Software Solutions,3.7,4.8,3,4,66
Paharpur Business Centre,4.2,2.4,3.3,4.9,81
"Paladion Networks Pvt Ltd, Navi",3.7,2.1,3.4,4,772
Palantir,3.4,2.9,3.3,3.8,464
Palo Alto Networks,4.6,4.7,4.3,5,241
Pan Business Lists Pvt Ltd,4.1,3,3.6,4.5,547
Panasonic,3.7,3.4,4.8,4.1,755
PAR Computer Sciences (Intl.) Ltd.,3.8,3.2,4.4,2.4,994
Parabola Technologies Pvt. Ltd,4.3,4.5,3.9,4.3,391
Paragon Solutions (I) Pvt. Ltd.,3.7,3.9,2,3.2,276
Parametric Technology Research & Development (India) Limited,3.5,4.8,4.7,3.1,974
Paramount Informatics (India) Pvt. Ltd.,4.9,4.5,3.4,3.6,434
Parsec Technologies (India) Ltd.,5,4.7,3.4,4.9,295
Patni Computer Systems Ltd.,3.5,4.4,2.7,3.5,575
Paytm,3.9,3.3,4.6,3.2,301
Pentamedia Graphics Limited,4.2,4.6,4.6,3.7,37
Pentasoft Technologies Limited,4.3,4.6,4.9,4.1,708
Perisol Technology (India) Pvt. Ltd.,4.6,3,3,3.9,170
Persistent Systems,3.1,4.7,4.1,3.4,406
Persistent Systems Pvt. Ltd.,3.2,4.4,4.3,4.7,829
PG Softech Limited,3.5,2.8,4.7,3.3,357
Philips Software Centre Pvt. Ltd.,3.5,2.9,1.7,4.4,757
Phoenix Global Solutioins (India) Pvt. Ltd.,4,4.6,2.6,3.2,557
"Phoenix IT Solutions Ltd., Vizag (A.P.)",4.6,3.9,4.2,3.4,212
PhonePe,3.7,4.8,3.3,3.6,172
Pioneer Consulting,3.7,4.2,3.6,4.5,154
Pioneer Corp,3.7,4.3,4.4,4.5,806
Pioneer Dynamics,5,4.7,5,4.7,181
Pioneer Group,3,2.5,3.1,4.4,930
Pioneer Inc,4.7,4.6,5,5,521
Pioneer Networks,4,4.3,4.2,4.6,492
Pioneer Security,3.5,3.5,3.3,3.4,615
Pioneer Software,4.9,3.7,4.5,5,758
Pioneer Systems,4.9,3.8,4.8,4.7,410
Pipal Solutions (India) Pvt. Ltd,3.6,4.6,2.9,4,370
Planet PCI Infotech Ltd,3.3,3.7,5,3.9,758
PlanetAsia.com Limited,3.7,5,3.2,5,241
Polaris Software Lab Ltd,3.6,3.3,4.4,3.7,434
Postman,3.2,2.7,3.1,2.8,599
Power-com Technologies (P) Ltd,3.2,3.7,2.9,5,589
Powersolv India Pvt. Ltd.,4.1,2.8,3.6,3.7,278
Pradot Technologies Pvt. Ltd.,2.8,3.7,3.6,3.7,57
Pragati AI Solutions,3.2,3.6,3.3,3.8,181
Pragati App Solutions,4.4,4.1,4,4.9,397
Pragati Cloud Limited,3.5,3.3,3.3,3.7,196
Pragati Cyber Limited,3.8,3.8,4.4,4.5,431
Pragati Hub Limited,4.3,4.2,4.4,5,247
Pragati Sec Limited,4.1,4.3,3.9,4.5,59
Pragati Solutions Technologies,4.6,5,4.5,4.7,105
Pragati Space Innovations,2.1,1.4,2.6,3,399
Pragati Sys Innovations,4,3.6,3.7,4.5,279
Pragati Sys Networks,4.8,5,4.8,4.6,231
Pragati Tech Limited,3,3.2,2.5,3.1,77
Pragati Works Networks,4,3.6,3.6,4,247
Pramati Technologies (P) Limited,4.2,3.6,3.2,3,204
Premier Technology Group Pvt. Ltd.,2.2,5,4.1,3.9,58
PricewaterhouseCoopers Software Pvt. Ltd.,3.3,3.7,4,4.3,410
Primark India Pvt. Ltd.,3.5,5,2.9,2.7,17
Princeton Software Exports Pvt. Ltd.,3.8,3.8,4.7,3,134
Progressivexperts Infolabs India Pvt Ltd,4,2,3.8,4,372
Prologic First India Pvt Ltd,3.4,2.5,2.6,4.2,443
Prologix Software Solutions Pvt. Ltd.,3.1,2.3,3.9,3.4,425
Pronet Systems Ltd.,3.3,2.9,3.4,4.9,295
Proton Solutions Limited,3.8,4.5,2.6,4.3,214
PSI Data Systems Ltd.,3.6,4.3,4.2,4,715
Publicis Sapient India,3.8,3.7,2.6,4,179
PwC India,2.9,3.6,3,4.1,463
"Pyxis Technology Solutions Ltd, Vishakhapatnam",4.1,2.6,3.9,4.7,214
QAI (India) Limited,3,3.8,3.1,3.5,135
Quadrant Infotech India Pvt. Ltd.,3.9,3.1,4.4,4.7,996
Quantum Analytics,3.7,3.6,3.8,4.7,114
Quantum App Analytics,3.6,4.3,3.6,4.3,344
Quantum Consulting,4.3,5,3.8,5,791
Quantum Data,3.7,3.2,3.4,4.1,338
Quantum Defense,4,3,3.9,4.7,349
Quantum Dynamics,5,4.5,5,4.5,523
Quantum Group,1.9,1.8,1.1,1.9,684
Quantum Inc,3,3.4,2.7,2.7,512
Quantum Information Systems Ltd,3.6,2.9,3.1,4.2,97
Quantum Innovations,3.3,3,3.2,3.2,187
Quantum Link Analytics,3.2,3.5,2.9,2.8,42
Quantum Security,4.3,4.6,4.2,4.4,212
Quantum Services Technologies,3,2.4,2.6,3.6,253
Quantum Softech Limited,3.5,5,3.7,3.4,125
Quantum Solutions,2.5,2,2.6,3.4,754
Quantum Sys Systems,3.3,2.5,3.7,3.8,488
Quantum Systems,2.8,2.4,2.4,3,140
Quest Syscon International Pvt. Ltd.,3.5,3.2,5,3.3,338
Quick Heal Technologies,3.7,5,2.9,4.3,365
R C S Technologies,3.4,3.2,3.1,3,654
R M Software India Pvt. Ltd.,4.1,5,2.9,2.8,26
R S Software (India) Ltd.,3.5,2.5,4.3,3.9,126
R Systems International Limited,4.8,4.1,2.9,3.6,146
Rabo India Finance Pvt Ltd,5,3.7,4.6,4.6,154
Rajasthan State Agency For Computer Services,2.5,3.9,2.9,4.3,61
Ram Informatics Ltd.,4.1,3.5,5,4,81
Ramco Systems Ltd,4.1,3.6,2.5,4.4,186
Rapid Effect Pvt Ltd,4.3,3.4,3.7,4.5,826
Rational Software India Pvt Ltd,4.8,4.6,2.5,3,226
Rave Technologies (India) Pvt Ltd,4.3,3,4.4,3.7,445
Razorpay,4,2.7,4.2,4,124
Realtime Techsolutions Pvt. Ltd.,3.1,2.3,3.3,3.5,597
Rebus Software Pvt. Ltd.,2.8,2.8,4.8,4,543
Red Hat,3.7,3.6,3.4,3.7,5717
rediff.com India Limited,3.9,4.1,2.9,3.6,484
Reliable Web Solutions Pvt. Ltd.,5,5,3.9,4.9,34
RelQ Software Pvt Ltd,2.4,2.3,3.8,3.8,722
Repro India Ltd.,4.5,4.1,3.5,3.1,783
Reservation Data Maintenance (India) Pvt. Ltd.,4,4.1,3.1,4.7,265
Resonance Technologies (P) Ltd.,4.2,3.8,4.6,4.2,344
RICO Softech Ltd,4,5,5,3.9,124
RIICO Ltd,4.3,2.8,5,3.6,21
Rishabh Software Pvt Ltd,3.5,4.5,5,3.6,326
River Run Software Group,3.7,4.7,3,4.7,10
Robert BOSCH India Limited,4.4,3.6,3.1,5,787
Rolta India Ltd.,4.3,3.9,3.2,4,335
Ruksun Software Technologies Ltd.,4.2,2.7,3.2,5,134
S G Martin Infoway Ltd.,3.7,2.9,4.5,4.8,193
S P Software Technologies (I) Pvt. Ltd.,4.2,3.6,2.7,4.9,483
Saba Software India Pvt Ltd,4,4.8,5,4.1,65
Saiinfo Ltd,3.9,3.9,3.4,3.4,589
Sak Infotech Limited,4.3,3.4,4.6,3.1,325
Salesforce,3.6,3.9,3,3.8,976
Sampatti.com Limited,3.4,3.1,2.8,3.9,155
Sampoorna Matchjobs.com Pvt Ltd,3.6,3.4,2.2,4.3,553
Samsung,3.2,3,2.8,2.8,621
Samsung Electronics India Software Operations (SISO),4.2,3.3,4.7,3.1,497
Samsung SDS Co. Ltd.,4.2,5,3.8,3.7,473
Samsung SDS Infotech Pvt Ltd,2.9,4.1,2.4,3.1,846
Samtech Infonet Ltd,4.4,3.1,3.6,4,808
Samyak Infotech Pvt. Ltd.,3.3,3.3,4,3.3,172
Sanchez Capital Services Private Limited,4,3.4,4.2,2.8,445
Sankhya Infotech Ltd,3.5,3.8,5,2.8,33
Sanyo LSI Technology India Pvt. Ltd.,2.1,4.3,2.3,5,736
SAP,5,3.6,4.1,5,337
SAP India Pvt. Ltd.,3.8,3,4,5,109
Sapient Corporation Pvt Ltd,3.5,4,4,3.1,668
Sapphire Callnet Pvt Ltd,3.4,2.4,4.5,4.8,722
Sar Softech Pvt Ltd,3.4,2,2.9,3.6,172
Sara Infotech Pvt Ltd,4.4,2.8,5,4.4,165
"Sarla Technologies, Navi",3.6,4.5,2.9,3.6,959
SAS Global Services Pvt. Ltd.,3.9,2.7,3.3,4.6,685
Sasken Communication Technologies Limited,4,3,3.7,3.7,73
Satpura AI Labs,2.6,2.2,3.2,2.4,197
Satpura AI Limited,3.6,2.6,2.9,3.3,375
Satpura Cloud Enterprises,4.2,4.6,4.6,4.4,251
Satpura Com Networks,3,2.5,3.4,3.6,300
Satpura Consulting Analytics,4.4,5,4.9,4.3,23455
Satpura Data Networks,3.5,4.6,3.6,4.3,10
Satpura Labs Solutions,2.6,1.7,3,2.9,235
Satpura Net Enterprises,3.1,3.3,2.6,3.6,457
Satpura Sec Group,2.6,2.1,2.9,2.5,359
Satpura Sec Pvt Ltd,3.1,3,3.8,3.4,432
Satpura Space Innovations,3.8,4.4,3.5,3.9,38
Satpura Space Solutions,1.9,2.1,1.6,2.1,408
Satpura Web Labs,3.8,4.3,3.6,3.8,19
Satya Infosoft Pvt Ltd,3.5,4.3,3.3,2.3,194
Satyam Computer Services Ltd.,3.5,3.9,3.2,3.2,194
Saven Technologies Limited,3.7,4.4,5,4.7,889
"Savex Softech Pvt.Ltd.,:",3.2,3.3,1.9,4.5,121
SCM Microsystems (India) Pvt Ltd,4.4,3.7,3.4,5,105
Score Information Technologies Ltd.,4.2,3.8,2.9,5,226
SDRC India Pvt. Ltd.,2.1,4.9,4.5,3.9,437
Searchlight India Ltd,2.8,2.6,3.6,3.5,456
Secure Analytics,4.8,3.3,4.7,5,164
Secure Corp,4.7,4.5,5,4,981
Secure Data,3.6,4.3,2.9,2.5,209
Secure Defense,2.8,3.2,2.5,3,767
Secure Group,3.8,2.9,3.8,4.7,339
Secure Innovations,2.2,3.1,2.5,2.3,442
Secure Labs,4.3,5,3.8,4.9,410
Secure Security,4.4,4.9,4.8,5,84
Secure Software,3.6,4.4,3.1,3.6,640
Secure Tech,3.5,4,2.3,3.3,873
Secure Technologies,3.4,3.9,3.1,4.2,356
SeE Consulting Pvt. Ltd.,4.6,3.7,4.2,4.3,160
SEEC Technologies Asia Private. Limited.,3.4,4.1,5,3.4,668
Selectronic Equipment & Services Pvt. Ltd.,3.6,3.4,4.1,5,304
Semaphore Soft Pvt Ltd,2.8,2.7,4.1,3.3,414
Servion Global Solutions Ltd,4.8,3.8,4,3.5,280
Shapre Global Info Services Limited,4.4,3.9,4,3.9,356
Shoghi Communications Pvt ltd,3.5,4.4,5,3.5,635
Shyama Software Solutions (I) Pvt Ltd,4.7,2.6,4,4.8,333
Siemens Information Systems Ltd.,4.4,2.5,4.6,3.6,293
Siemens Public Communications Network Ltd.,4.9,4.3,4.9,2.5,342
Siemens Shared Services India Pvt Ltd,3.1,3.2,3.3,5,226
Sierra Optima Ltd.,4.3,3.4,4.3,3.3,218
Sify Technologies,3.7,3.4,2.6,3,172
Silver Valley Communications Ltd,5,3.3,4,4,47
Silverline Technologies Ltd.,3.6,3.6,3.3,3.3,100
Simplysoft Technologies Pvt Ltd,3.4,3.6,2.5,3.7,723
SIP Technologies & Exports Ltd,3.9,4.5,2.7,3.4,889
Siri Technologies Private Limited,2.4,3.3,3.8,4.1,499
Sitel India Pvt Ltd,4.1,4.3,3.5,2.8,181
Skyline e-tech,3.1,3.6,1.6,3.2,132
Skytech Solutions Pvt Ltd,4,3.9,5,2.5,733
SLK Software Services Pvt Ltd,3.1,3.4,2.7,3.4,325
SLM Soft India Pvt Ltd,3.9,3.3,4,3.7,79
SM Telesys Ltd,2.9,3.8,5,3.7,481
Smart App Solutions,4.9,3.5,4.4,4.7,350
Smart Com Networks,4.2,4.2,3.9,4.6,265
Smart Consulting,3.7,4.4,4.2,3.7,589
Smart Corp,2.5,2.6,2,2.1,193
Smart Data,4,4.4,3.4,4.4,244
Smart Dynamics,2.8,2.5,2.3,2.5,473
Smart Group,4.5,4.5,4.4,4.3,974
Smart Hub Group,4.3,3.8,4,4.6,357
Smart Hub Pvt Ltd,4.6,4.6,4.5,5,323
Smart Inc,3.8,4.3,3.3,3.8,190
Smart Labs,3.3,3.2,3.9,2.8,285
Smart Net Innovations,2.8,3.2,3,3.4,481
Smart Net Networks,3.5,3.3,2.8,3.8,473
Smart Networks,3.5,3,3.6,3.3,306
Smart Solutions,4.2,4.3,4.2,5,852
Smart Space Analytics,3.5,3.2,3.4,3.5,75
Smart Systems,4.9,4.2,5,5,264
Smart Tech,4.4,4.1,5,4.5,555
Smart Tech Labs,3.5,3.9,3.2,3.8,470
Smart Technologies,2.4,1.7,2.2,2.6,926
SmartData Enterprises (India) Ltd,3.7,3.9,3.2,3.3,543
Snowflake,4.3,3.7,4.1,3.8,65
SNS Technologies Pvt Ltd,3,4.7,3.1,4.6,949
Sobha Renaissance,5,2.5,4.2,2.5,476
Soft Systems Pvt. Ltd.,2.1,1.4,4.7,3.6,484
SoftDEL Systems Ltd.,2.7,3.4,3.9,4.9,172
Softek Limited Specialisation: Location:,3.1,4.3,5,4.2,542
SoftProjex (India) Limited,3.8,5,3.7,3.7,330
"Software Technology Park – Patna, Patna",3.4,3.4,5,2.9,455
Software Technology Parks Of India,3.7,3.1,4,5,58
Solitar Systems (India) Pvt Ltd,4,4.6,3.3,3.7,228
SolutionNET India (Pvt ) Ltd,3.8,3.7,4.1,4.4,900
Solutions Infosystems Pvt. Ltd.,4.3,4.6,5,4.5,410
Solutions Integrated Marketing Services Pvt Ltd.,3.5,4.3,5,4.4,202
Sonata Software,4.3,4.2,4.1,5,409
Sonata Software Limited,3.3,3.8,4,3.8,452
Sony,3.5,3.6,3.1,3.9,802
Southstar Data Consultants Pvt. Ltd.,4.1,4.7,4.8,5,10
Sovika Infotek Ltd.,3.4,2.7,4.4,3.5,521
SPA Software Pvt. Ltd.,3.6,5,5,4.3,68
Speck Systems Limited,3.9,3,2.5,4.2,464
Spectramind eServices Private Limited Specialisation: Location:,3.6,3.6,3.2,4.1,181
Splunk,4.1,3.4,4.3,4.6,440
SQL Star International Limited,3.8,4,2.3,4.5,134
SRA Systems Ltd.,4,3.4,3,3.6,565
SRF Infotel (A Division of SRF Ltd ),4.5,4,2.5,3.5,165
Srishti Software Private Limited,3.5,2.8,5,4.6,247
SRM Technologies Limited,3.7,2.2,3.2,4,231
SSG Software Systems (P) Ltd.,4.1,3.3,3.5,4.2,319
SSI Technologies,4.1,3.4,2.3,3.9,5154
Sterling Infotech Limited,3.3,4.5,3,4.4,927
Stream Tracmail Pvt. Ltd.,4.1,4,5,4.7,821
Subex Systems Limited,3.5,5,4.4,4.2,375
Summit Data,3.8,4.2,4.2,4,621
Summit Defense,3.7,3,3.8,4.1,135
Summit Dynamics,4,4.1,3.9,3.2,343
Summit Inc,4.8,4.7,4.6,4.7,918
Summit Information Technologies Ltd,3.2,2.8,4.7,4.9,144
Summit Labs,4.2,4.7,5,4.2,898
Summit Networks,4.4,3.7,5,4.8,396
Summit Software,3.8,4,4.1,4.2,664
Summit Systems,3,2.6,2.5,2.7,545
Summit Tech,2.9,2.9,3.7,3.2,543
Summit Technologies,4.2,4.2,4.4,5,730
SummitWorks Technologies Pvt. Ltd.,4.6,4.2,4.2,2.8,403
"Sun Informatics, Bhopal",3.6,3.4,3.4,3.5,123
Sun Microsystems India Pvt. Ltd.,4,4.3,5,5,371
Sundaram Infotech Solutions,2.6,3.7,2.7,5,889
Sunquest Information Systems (India) Pvt Ltd,3.6,4.2,3.5,3.3,105
"Suntec Business Solutions Pvt. Ltd., Trivandrum",4.1,2.3,3.7,3.2,542
Supertech Software & Hardware Pvt. Ltd.,4,2.1,3.1,4,512
Supertech Solutions Limited,3.6,3.2,4.3,3.3,97
Suvi Information Systems Pvt Ltd,2.8,3.8,2.8,3.6,918
Swiggy,3.1,3.9,3.9,3,100
Symantec,2.9,3.1,3.1,3.3,661
Symantec Ltd,3.4,2.8,3.4,3.5,30
Symco Software Pvt. Ltd.,3.1,5,2.8,5,356
Synapse Corp,3.8,3.5,3.1,4.2,605
Synapse Data,3.6,4.3,3.4,3.5,429
Synapse Dynamics,3.1,2,3.1,2.8,370
Synapse Group,2.9,2.9,3.6,2.5,100
Synapse Inc,4.4,4.2,4.7,4.7,818
Synapse Innovations,5,5,4.8,5,743
Synapse Networks,4.6,5,4.7,5,959
Synapse Software,4,3.9,4.5,4.1,848
Synapse Solutions,3.8,4.1,3.5,4.3,306
Synapse Systems,2.7,2.5,3.5,1.8,384
Synapse Tech,4.1,4.2,3.9,5,437
Synosoft Infotech (P) Ltd,3.6,3,4.8,4,578
Syntel (India) Ltd.,3.5,2.4,2.7,3.9,61
Sysnet Associates (India) Ltd.,4.8,3.9,4,3.6,73
Systech Solutions Pvt. Ltd,3.1,4.1,2,4.8,425
Systems & Software,2.3,4.2,3.3,3.8,95
Systems America (India) Pvt. Ltd.,4.1,3.7,3.3,4.3,103
Systems Plus (Pvt )Ltd Specialisation: Location:,4.7,4.5,5,4.8,370
Systime Computer Systems (I) Pvt. Ltd.,3.5,4.3,4,4.5,193
Talisma Corporation Pvt Ltd,3.8,1.8,3.6,3.6,390
Tally Solutions,3.6,3.2,3.8,4.5,715
Tally Solutions Pvt Ltd,3.8,2.9,3.3,3.7,279
Tanning Technology (India) Pvt Ltd,4,5,4.1,3.1,187
Tarang Software Technologies,2.7,4.1,4.6,3.1,209
Tasaa Netcom Private Limited,3.3,5,3.6,5,473
Tata Autocomp Systems Ltd,3,3.2,3.1,3.6,339
Tata Consultancy Services,4.2,3.5,3.4,3.9,386
Tata Consultancy Services,4.1,3.1,4.8,4.6,278
Tata Elxsi (India) Ltd.,4.3,5,4.3,3,131
Tata Infotech Ltd.,4.7,1.6,3.2,5,509
Tata Interactive Systems,3.5,3.4,2.9,3.2,886
Tata Internet Services Ltd,5,3.9,2.3,4,104
Tata Technologies Limit ed,3.8,3.6,5,4.1,225
Tattva App Innovations,2.9,3.1,2.9,3.6,280
Tattva Hub Innovations,4,3.9,3.4,3.8,337
Tattva Hub Networks,3.6,3.2,3.9,3.3,380
Tattva Info Analytics,3.8,3.9,3.6,3.5,58
Tattva Sec Pvt Ltd,4.2,4,4.3,4.3,497
Tattva Solutions Labs,4.5,3.9,4.1,4.7,26
Tattva Solutions Technologies,3.5,3.8,3.4,3.1,321
Tattva Sys Innovations,4.6,5,4.3,5,81
Tattva Tech Enterprises,3.4,4.1,3.8,3.5,235
Tattva Tech Systems,3.9,3.6,4.6,3.5,390
TCG Software Services Pvt. Ltd.,3.4,5,4.7,4.4,226
TCIL BellSouth Ltd.,4,3.4,3.1,3.8,736
TCS,3.1,3.6,2.7,3,733
TCT Technical Training (India) Pvt. Ltd.,2.6,4.8,3.4,3.6,385
Tech AI Innovations,3.5,4.3,3.8,4.1,291
Tech Cloud Enterprises,3.2,4.2,2.9,3,144
Tech Com Innovations,4.5,3.9,4.6,4.7,435
Tech Corp,4.3,4.5,4.5,5,669
Tech Cyber Systems,3.5,3.8,3.1,3.7,421
Tech Data,4.7,4,5,4.5,996
Tech Data Ventures,5,5,5,5,143
Tech Defense,3.7,3.1,3.4,3.2,518
Tech Group,2.7,2.8,2.4,2.6,26
Tech Hub Technologies,4.6,3,4.2,5,369
Tech Info Solutions,4.1,3.3,4.5,4.3,425
Tech Innovations,4.2,4.4,4.3,4.2,483
Tech Link Technologies,3.5,3.3,3.2,3.7,151
Tech Mahindra,4,3.8,3.6,4,745
Tech Net Enterprises,3.7,2.8,2.5,4.2,358
Tech Net Technologies,4.7,3.7,4.7,5,400
Tech Networks,2.8,3,3.2,3.3,668
Tech Sec Group,3.4,2.7,3.5,3.5,2154
Tech Security,3.7,3.6,3.1,3.3,542
Tech Software,3.3,3.2,4.2,3.9,654
Tech Tech Enterprises,3.9,2.7,4.5,3.8,444
Tech Technologies,3.2,4,3.4,3.6,263
Tech Works Limited,2.7,3,2.5,3.1,494
Technecall.com Services Pvt Ltd,2.9,4,3.8,4.5,542
"TECHNOPARK, Trivandrum",4.2,2.8,3.2,4,902
Technovate Data And Services Pvt. Ltd.,3.2,3.5,2.8,3.9,206
Techquest India Ltd.,3.1,3.6,3.9,3.1,654
Techsar Technologies Pvt Ltd,2.4,5,4.9,4.5,370
TechSpan India Ltd.,3.7,3.8,3.1,3.9,371
Tektronix Engineering Development (I) Ltd.,3.5,2,4.2,4,73
Tele Atlas India Pvt Ltd,5,4.4,3.8,4.7,299
Telecommunications Consultants India Ltd.,3.9,4.2,3.7,2.9,57
Telelogic India Pvt Ltd,2.5,4.3,4.5,3.6,124
Temenos India Pvt. Ltd.,4.6,2.7,3.8,4.7,723
Texas Instruments India Ltd.,4.3,3.8,4,5,523
Texport Technologies Pvt Ltd,3.5,3.8,3,4.2,687
TGK (India) Ltd.,3.3,4.4,4.8,4.2,949
The World Bank (IBRD),3.7,3.6,2.5,4.9,144
Thermax Systems & Software,4.7,2.7,3.6,3.7,300
Thinksoft Global Services (P) Ltd,3.5,3.6,4.7,3.5,291
Thirdware Solution Ltd.,3.3,4.8,3,5,370
Thoughtworks Technologies India,3.2,3.3,4.2,2.6,684
Thoughtworks Technologies India Pvt. Ltd.,4.9,3,1.8,3.8,597
Three S Solutions Ltd,3.5,4,2.9,2.4,442
"Tracmail India Pvt. Ltd., Navi",3.6,3.9,3.9,3.9,654
TransWorks Information Services Pvt. Ltd.,4.6,1.7,3.1,4.2,280
Transworld Infotech Ltd,5,4.9,4.7,4.4,421
Traveljini.com Pvt Ltd,5,2.7,4.1,3.6,280
"Tri Online Ltd., Orissa",4.2,5,2.4,2.9,164
Trident Infotech Corporation Ltd.,3.5,2.4,3.8,4,284
Trigent Software Ltd.,4.1,4.2,4.2,4.7,733
Trisoft System Pvt. Ltd,4.6,4.2,5,4.1,109
TVS eTechnology Limited,3.4,3.3,4.5,4.6,414
U2Can Infosearch Pvt Ltd,3.3,5,3.5,4.5,828
Uberall Solutions (I) Ltd,3.2,4.3,3.6,3.6,337
UBICS India Pvt. Ltd.,4.1,3.1,3.5,3.9,306
UEC SAIL Information Technology Ltd.,3.5,3.6,2.9,3,599
Unitech Software Solutions Ltd,3.9,3.6,4.6,5,728
Universal Print Systems Ltd,4.1,4.6,4.8,2.7,472
"Universal Software Technology Park (P) Ltd, Kerela",4.7,4.4,5,4.3,42
UPTEC Computer Consultancy Ltd.,4.1,4.7,3.1,4.3,246
Usha Martin Infotech Ltd,2.9,3.2,4.3,4.8,947
UshaComm India Pvt. Ltd.,4.2,3.3,2.4,3.3,488
"Ushus Technologies Pvt Ltd, Trivandrum",4.2,3.7,5,3.5,228
UST India,3.7,4.1,5,3.6,270
UTL Technologies Ltd.,3.4,2.8,3,4.9,186
V2 Infotech (India) Pvt. Ltd.,3.8,4.9,3.7,3.4,848
Value Software Technologies Pvt. Ltd.,2.7,3.2,3.5,3.1,407
Vayu AI Solutions,2.8,3.5,3.9,2.4,325
Vayu AI Systems,3.7,3.4,4.8,3.4,381
Vayu App Labs,3.5,3,3.5,3.9,231
Vayu Consulting Labs,3.3,3,3.4,3.1,365
Vayu Consulting Solutions,2.5,2.3,2.8,2.9,209
Vayu Cyber Analytics,4.4,4.7,3.6,4.1,403
Vayu Cyber Systems,4.3,5,4.2,4.5,170
Vayu Data Limited,4.8,5,4.9,5,421
Vayu Data Networks,2.8,3.1,3,3.7,320
Vayu Labs Labs,3.3,2.4,3.2,3,307
Vayu Labs Networks,3.7,3.8,3.5,4,434
Vayu Net Innovations,5,4.9,5,5,171
Vayu Services Enterprises,4.1,3.9,4.5,4.6,40
Vayu Web Labs,3.2,1.7,2.6,3.6,270
Vayu Web Limited,3.5,3.1,3.7,4,58
Vayu Web Ventures,4.1,4.1,4.1,4.6,44
vCustomer Services India Pvt Ltd,4.1,5,3.9,4.7,873
Vedic AI Pvt Ltd,3,3,2.6,2.8,233
Vedic Consulting Group,2.9,2.6,3.1,3.1,472
Vedic Consulting Networks,3.9,2.9,3.5,4.3,152
Vedic Info Labs,4.3,5,4.5,5,292
Vedic Labs Labs,3.2,4,2.7,3.4,143
Vedic Link Networks,3,3.2,2.6,3.1,379
Vedic Net Limited,3.9,3.8,3.6,3.7,204
Vedic Services Systems,3.7,2.8,3.1,4.6,47
Vedic Soft Networks,4.5,4.7,4.3,5,125
Vedic Space Ventures,3.5,4.1,3.5,3.4,497
Vedika Software Pvt. Ltd.,3.9,4.2,3.4,4.6,397
Velocient Technologies Limited,4.1,2.9,3,1.9,551
Venire IT Ltd.,3.2,2.8,4.6,4.6,170
Vetri Software (India) Ltd.,3.3,3.4,4,3.7,386
VGL Softech Limited,3.5,4,3.8,4.2,407
Vibgyor Graphics & Research Centre Ltd.,3.2,4.4,4.9,4.6,976
Videsh Sanchar Nigam Limited,3.3,5,4.8,4.4,461
Vindhya AI Analytics,3.9,5,3.7,3.7,484
Vindhya App Systems,3.9,3.8,4.8,3.4,136
Vindhya App Technologies,4.6,4,4,3.9,330
Vindhya Cloud Solutions,3.9,1.9,4.2,4.3,346
Vindhya Com Group,3.3,3.8,3.3,3.9,257
Vindhya Consulting Enterprises,4.3,4,4.3,3.9,21
Vindhya Consulting Ventures,3.6,3.1,4.8,4,460
Vindhya Cyber Pvt Ltd,2.9,3.5,2.9,3.2,134
Vindhya Labs Group,5,4.9,4.8,5,201
Vindhya Link Enterprises,5,5,5,4.9,295
Vindhya Sec Systems,2.8,3.2,3.4,3.1,254
Vindhya Services Technologies,3.3,2.9,3,3.2,246
Virmati Software &,3.4,4.3,4.5,4.6,964
Visesh Infosystems Limited,2.9,3.8,2.9,3.2,5451
Vision Analytics,3.5,3.5,2.4,3.4,720
Vision Comptech Integrators Ltd,3.7,3,3.4,4.1,205
Vision Corp,5,5,4.3,5,484
Vision Data,3.5,4.1,3.6,3.9,90
Vision Dynamics,3.5,3.1,2.8,4.2,123
Vision Group,3.6,4.1,4.3,4.2,755
